"Parameter","Mean","SD","Q2.5","Q97.5","ESS","Rhat","Rhat_upper"
"Lmax_monitor[1050]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1051]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1052]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1053]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1054]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1055]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1056]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1057]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1058]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1059]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[106]",23.1076689415457,1.35782178392623,20.6198213667766,25.9535286565555,761.961891111993,1.00670595275316,1.01992073359546
"Lmax_monitor[1060]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1061]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1062]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1063]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1064]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1065]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1066]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1067]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1068]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1069]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[107]",23.1076689415457,1.35782178392623,20.6198213667766,25.9535286565555,761.961891111993,1.00670595275316,1.01992073359546
"Lmax_monitor[1070]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1071]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1072]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1073]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1074]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1075]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1076]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1077]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1078]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1079]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[108]",30.8230873361612,1.99588512598375,27.3164310782014,35.0591580413178,919.049217751159,1.00236191726245,1.00640456258565
"Lmax_monitor[1080]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1081]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1082]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1083]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1084]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1085]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1086]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1087]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1088]",13.9178264308638,0.520763717035218,12.9734120916052,15.0058649313411,1899.41666987605,1.00099013898165,1.00284087328401
"Lmax_monitor[1089]",14.1226276287517,0.525419999533111,13.1627060047323,15.2279328303414,1870.13739860379,1.00171079163183,1.0054095683309
"Lmax_monitor[109]",30.8230873361612,1.99588512598375,27.3164310782014,35.0591580413178,919.049217751159,1.00236191726245,1.00640456258565
